0,1,2,3,4,5,6,7
205,build,[bɪld],"vt.建造；建设，建立 n.
体型，体格",Rome was not built in a day.,罗马不是一天建成的。,,
206,burn,[bɜ:n],"(-ed,-ed或burnt,burnt)
v.（使）燃烧，点燃；
使晒黑 n.烧伤，灼伤",Dry wood burns easily.,干柴易于燃烧。,,
207,burst,[bɜ:st],"(burst,burst) v./n.（使）
爆裂；爆炸；突然发作","The balloon will burst if you blow it up
any more.",你再给气球充气，它就要爆了。,,
208,bury,[ˈberi],"vt.埋葬；埋藏；使沉浸
于",He buried himself in his work.,他专心工作。,,
209,bush,[bʊʃ],n.灌木丛，矮树林,We hid in the bushes.,我们躲在灌木丛中。,,
210,business,[ˈbɪznəs],"n.商业，生意；事物；
职责","He went into business at the age of
eighteen.",他 18 岁进入商业界。,,
211,busy,[ˈbɪzi],"a.忙的，繁忙的；（电
话）占线的",He is busy in doing his homework.,他忙于做家庭作业。,,
212,but,[bət],"conj.但是 prep.除……之
外","But for your help ,I would have failed.",要不是你帮忙，我会失败的。,,
213,buy,[baɪ],"(bought,bought) vt.买",My parents bought me a new bike.,我父母给我买了一辆新自行车。,,
214,by,[baɪ],"prep.在……旁边；乘
（车、船等）凭借，通
过；到……为止；被，由","You must be back by ten o'clock at
night.",你必须在晚上 10 点前回来。,,
215,cage,[keɪdʒ],n.笼子，鸟笼,Put the bird into the cage.,把那只鸟放进笼子里。,,
216,call,[kɔ:l],"n./v.叫，喊；通话 vi.拜
访；召集","We'd better call him up before we call
on him.","在拜访他之前，我们最好给他打个电
话。",,
217,calm,[kɑ:m],"a.平静的，镇定的 v.
（使）镇定","Calm down and tell me what
happened.",冷静点，告诉我发生了什么事。,,
218,can,[kæn],"(could)modal v.能够；
可以；可能 n.(AmE)罐
头",My brother can eat a can of fruit.,我弟弟能吃掉一罐水果。,,
219,cancel,[ˈkænsl],vt.取消,"All flights have been cancel led
because of bad weather.",因天气恶劣，所有航班均被取消。,,
220,cancer,[ˈkænsə(r)],n.癌,"Scientists are seeking ways to conquer
cancer.",科学家正在寻找方法攻克癌症。,,
221,candidate,[ˈkændɪdət],"n.候选人，候补者；参
加考试的人；申请求职
者",Many candidates apply for the job.,许多求职者应聘这份工作。,,
222,capital,[ˈkæpɪtl],"n.首都，省会；大写字
母；资本，资金","The government is eager to attract
foreign capital.",政府急切希望吸引外资。,,
223,care,keə(r)],"n.照料；小心；忧虑 v.
关心；留心；介意","Einstein who cared little for money never
cared about his salary.","爱因斯坦对金钱不感兴趣，他从不在乎
薪水多少。",,
224,careful,[ˈkeəfl],a.小心的，仔细的,"After careful consideration, we've
decided to accept their offer.","经过周密的考虑，我们决定接受他们的
提议。",,
225,carpet,[ˈkɑ:pɪt],n.地毯,He laid a red carpet on the floor.,他在地板上铺了一块红地毯。,,
226,carry,[ˈkæri],"vt.运送；携带；拿，
提，搬","The college team carried off all the
prizes of the table tennis.","大学代表队囊括了乒乓球比赛的全部奖
项。",,
227,case,[keɪs],"n.箱，盒；情况；案
例，病例","In case of fire, ring the alarm bell.",如遇火警，即按警铃。,,
228,cash,[kæʃ],"n.现金，现款 vt.兑付，
兑现","Payment may be made in any of the
following ways, in cash, by cheque, or
by credit card.","付款可用下列任何一种方式：现金、支
票或信用卡。",,
229,castle,[ˈkɑ:sl],n.城堡,"The boys are making a castle of sand on
the beach.",男孩们正在海滩上用沙子堆城堡。,,
230,casual,[ˈkæʒuəl],"a.偶然的，碰巧的；非
正式的，随便的；临时
的，不定期的",I took a casual glance at the article.,我随意浏览了一下那篇文章。,,
231,catch,[kætʃ],"(caught,caught) v.
捉，抓住；赶上
（车）；患（病）","Unfortunately, they were caught in a
storm.",不幸的是，他们被一场暴雨困住了。,,
232,cattle,[ˈkætl],n.[总称]牛；牲畜,The farmer keeps ten head of cattle.,那个农民养了 10 头牛。,,
233,cause,[kɔ:z],"n.原因，理由；事业 vt.
使发生，引起，导致","It rained heavily in the south, causing
serious flooding in several provinces.","南方的暴雨导致多个省份遭受严重洪
灾。",,
234,cautious,[ˈkɔ:ʃəs],a.(of)小心的，谨慎的,He is cautious of telling secrets.,他很谨慎，不会泄露秘密。,,
235,ceiling,[ˈsi:lɪŋ],n.天花板,He looked up at the ceiling.,他仰起头来看天花板。,,
236,celebrate,[ˈselɪbreɪt],vt.庆祝,They celebrated his birthday.,他们庆祝他的生日。,,
237,"centimetr
e",[ˈsentɪmi:tə(r)],n.厘米,The ruler is fifteen centimeters long.,这把尺子有 15 厘米长。,,
238,central,[ˈsentrəl],"a.中心的，中央的；主
要的","The city hall is in the central part of the
town.",市政府在城市的中心区域。,,
239,ceremony,[ˈserəməni],"n.典礼，仪式；礼节，
礼仪",The award ceremony will start soon.,颁奖仪式很快就要开始。,,
240,certain,[ˈsɜ:tn],a.某个，某些；肯定的,"I'm certain that a certain Mr. Smith is
asking for you.",我确信有个史密斯先生在找你。,,
241,chairman,[ˈtʃeəmən],"[pl.chairmen] n.主
席，会长，议长。","Mr. Brown was the chairman at the
meeting.",布朗先生是会议的主席。,,
242,challenge,[ˈtʃæləndʒ],n.挑战 vt.向……挑战,"Schools must meet the challenge of
new technology.",学校必须迎接新技术的挑战。,,
243,chance,[tʃɑ:ns],"n.机会；可能性大；运
气",It's the chance of lifetime.Don't miss it.,这是千载难逢的机会，别错过了。,,
244,change,[tʃeɪndʒ],"v.改变；交换；兑换 n.
变化；零钱",He changed his clothes and went out.,他换了衣服就出去了。,,
245,channel,[ˈtʃænl],"n.水渠；海峡；频道；
渠道","Our ship approached the channel to
the dock.",我们的船靠近通往码头的水道了。,,
246,character,[ˈkærəktə(r)],"n.性格，特性；特征；
人物，角色；（汉）字","He described the character of the
character he played with two Chinese
characters.","他用了两个汉字来描绘他所扮演的角色
的性格。",,
247,charge,[tʃɑ:dʒ],"n.费用；指控；负责 vt.
索价；指控；使承担
（任务、责任）","Could I speak to whoever is in charge of
International Sales please?","请问我可以和国际销售部门的负责人谈
话吗？",,
248,chat,[tʃæt],n./vi.聊天，闲谈,They chatted about the weather.,他们在谈论天气。,,
249,check,[tʃek],n./v.检查，核对,"Check your homework before you hand
it in.",把你的家庭作业检查一下再交。,,
250,cheer,[tʃɪə(r)],"n.欢呼，喝彩 v.欢呼，
喝彩；使振奋，鼓舞",He tried to cheer him up.,露西试图让他高兴起来。,,
251,chemistry,[ˈkemɪstri],n.化学；化学性质,"The chemist did a chemical experiment
in the chemistry lesson today.","化学家在今天的化学课上做了个化学实
验。",,
252,chief,[tʃi:f],"a.主要的，首要的 n.首
领","The chief aim of man is not to get
money.",人的主要目的不是挣钱。,,
253,choice,[tʃɔɪs],"n.选择（权）；供挑选
的范围","I had no choice but to accept his
demand.",除了接受他的要求，我别无选择。,,
254,choke,[tʃəʊk],"v./n.（使）窒息；噎；
阻塞","During the rush hour the roads are
usually choked up with traffic.",在交通高峰期，道路通常会塞车。,,
255,choose,[tʃu:z],"(choose,chosen)v.选
择","Mother spent a long time in selecting a
few hats for Mary, out of which Mary
chose the one she liked best.","母亲花了许多功夫给玛丽挑选了几顶帽
子，玛丽在其中拣了一顶她最喜欢的。",,
256,cigarette,[ˌsɪgəˈret],n.纸烟，香烟,He bought a packet of cigarettes.,他买了一包烟。,,
257,"circumsta
nce",[ˈsɜ:kəmstəns],"n.[常pl.]情况，形势，
环境；状况（尤指经济
情况）","Under no circumstances are you to go
out.",你无论如何都不可以出去。,,
258,citizen,[ˈsɪtɪzn],n.公民，市民,"Citizen means all men are equal before
the law.",公民意味着法律面前，人人平等。,,
259,classic,[ˈklæsɪk],a.第一流的；古典的,"This is a really classic French
champagne.",这确实是上等的法国香槟。,,
260,clear,[klɪə(r)],"a.清澈的；晴朗的；清
晰的；畅通的 vt.清扫；
使清楚",The road is clear at night.,那条路夜间畅通无阻。,,
261,close,[kləʊz],"[kloʊz] v.关，合起 [kloʊ
s] a./ad.靠近的/地，亲
切的/地","The close friend close to the door closed
the door.",靠近门的那位好朋友关上了门。,,
262,cloth,[klɒθ],n.布,"I bought a piece of cloth and made a
table cloth.",他买来了一块布做了个布桌。,,
263,coal,[kəʊl],n.煤，煤块,"Man can make heat by burning
wood,coal and gas.","人类可以通过燃烧柴、煤和煤气来生
热。",,
264,coast,[kəʊst],n.海岸，海滨,"Pirates off the coast of Somalia seized
more ships.","远离索马里海岸的海盗侵占了更多的船
只。",,
265,collar,[ˈkɒlə(r)],n.衣领,"The policeman seized the thief by the
collar.",警察抓住了小偷的衣领。,,
266,collect,[kəˈlekt],"vt.收集，使集中；收
藏；募捐",He's collecting money for famine relief.,他正在为赈济饥民募捐。,,
267,college,[ˈkɒlɪdʒ],n.学院；高等专科学校,My major in college was Art and Design.,我在大学主修的是美术设计。,,
268,combine,[kəmˈbaɪn],v.(with)使结合，联合,"Some films combine education with
recreation.",有些电影寓教于乐。,,
269,come,[kʌm],"(come,come)vi.来；
来自；来到；出现","She came across an old friend of hers
yesterday while she was shopping at the
department store.","昨天她在百货商场购物时碰到了一位老
朋友。",,
270,comedy,[ˈkɒmədi],n.喜剧,"All tragedies are finished by a death; all
comedies are ended by a marriage.","悲剧皆以死亡作为收场，喜剧都以结婚
为结局。（拜伦）",,
271,comfort,[ˈkʌmfət],n./vt.安慰；（使）舒适,"My sister always comforts me when I'm
unhappy.",当我不开心时，我姐姐总是安慰我。,,
272,command,[kəˈmɑ:nd],v./n.命令，指挥,He commanded his men to retreat.,他命令手下撤退。,,
273,comment,[ˈkɒment],n./v.(on)评论,Everyone commented on her new hat.,大家都在评论她的新帽子。,,
274,"committe
e",[kəˈmɪti],"n.[用作单数]委员会；
[用作复数]全体委员","The committee consists of twelve
members. The committees differ in
opinions.","这个委员会由 12 个成员构成。委员们
的观点各不相同。",,
275,common,[ˈkɒmən],"a.普通的，常见的；共
有的","Rabbits and foxes are common in
Britain.",兔子和狐狸在英国很常见。,,
276,"communi
cate","[kəˈmju:nɪkeɪ
t]","v.交流；通讯，通话；
传达，传送","We communicate with each other by
email.",我们通过电子邮件彼此联络。,,
277,company,[ˈkʌmpəni],n.公司；陪伴；同伴,"I have kept company with him for five
years ,and I enjoy his company. Now
we‘re working in the same company.","我和他结交已经 5 年了，我喜欢与他在
一起。现在，我们在同一家公司工作。",,
278,compare,[kəmˈpeə(r)],"vt.比较，对比 v.与……
相似/类似",Books can be compared to friends.,书可被比做朋友。,,
279,compete,[kəmˈpi:t],"vi.(against,with)竞争，
与……匹敌；参加竞争",We can't compete with them on price.,我们在价格上无法与他们竞争。,,
280,complete,[kəmˈpli:t],"a.完整的；完全的；完
成的 vt.完成，结束",When will he complete the job?,他什么时候完成这项工作？,,
281,concern,[kənˈsɜ:n],"n.关心；担心；关系 vt.
使关心；涉及，关系制","Dr. Smith was always concerned about
the poor and the sick.",史密斯医生总是关心穷人和病人。,,
282,conclusion,[kənˈklu:ʒn],n.结论；结束,"I have come to the conclusion that he is
not the right person for the job.",我断定他不适合做这项工作。,,
283,condition,[kənˈdɪʃn],n.条件；状况,"The player is in very good condition, but
his living conditions are very bad.","这位选手的健康状况良好，但生活条件
非常糟糕。",,
284,conduct,[kənˈdʌkt],vt.引导；带领；指挥,The waiter conducted me to my seat.,服务员带我到我的座位。,,
285,conductor,[kənˈdʌktə(r)],"n.（乐队）指挥；售票
员；列车长；导体",Who is the orchestra conductor?,谁是管弦乐团的指挥？,,
286,confirm,[kənˈfɜ:m],"vt.证实，确认；使确
信；批准","Rumors of job losses were later
confirmed.",裁员的传言后来得到了证实。,,
287,confuse,[kənˈfju:z],"vt.使困惑，使混乱；混
淆","They confused me by asking so many
questions.","他们提了一大堆问题，把我都弄糊涂
了。",,
288,congratulate,"[kənˈgrætʃule
ɪt]",vt.祝贺,"She congratulated me warmly on my
exam results.",她热情地祝贺我考试取得好成绩。,,
289,connect,[kəˈnekt],"v.(with,to)连接；衔
接；(with)联系",Connect the speakers to the CD player.,将扬声器连接到 CD播放机上。,,
290,consider,[kənˈsɪdə(r)],v.考虑；认为,"Considering Tom fit for the office, the
boss considered taking him on.",认为汤姆称职，老板考虑雇佣他。,,
291,consist,[kənˈsɪst],vi.由……组成；在于,"Life mainly consists of happiness and
sorrow while happiness and sorrow
consist in struggle.","生活主要是由快乐和悲伤组成的，而快
乐和悲伤存在于拼搏之中。",,
292,construction,kənˈstrʌkʃn],n.建设，建筑物,The bridge is under construction.,桥梁正在建设中。,,
